SUMMARY 01/29/2011  $-5744.80    46
    SELL    12/25/1995  $72.92
    SELL    12/25/1995  $96.62
    BUY     12/25/1995  $-15.88
    SUMMARY 01/04/1996  $-942.42    31
      SELL    12/25/1995  $44.68
      BUY     12/25/1995  $-81.69
      BUY     12/25/1995  $-57.48
      BUY     12/25/1995  $-74.45
      BUY     12/25/1995  $-56.03
      BUY     12/25/1995  $-15.87
      SUMMARY 12/29/1995  $250.53    43
        SUMMARY 12/26/1995  $214.82    12
          BUY     12/25/1995  $-16.81
          SELL    12/25/1995  $71.92
          SELL    12/25/1995  $89.90
          BUY     12/25/1995  $-80.92
          BUY     12/26/1995  $-7.62
          BUY     12/26/1995  $-33.35
          SELL    12/26/1995  $62.34
          BUY     12/26/1995  $-38.00
          SELL    12/26/1995  $55.90
          SELL    12/26/1995  $31.35
          SELL    12/26/1995  $64.63
          SELL    12/26/1995  $15.48
        BUY     12/26/1995  $-82.20
        BUY     12/26/1995  $-87.23
        BUY     12/26/1995  $-15.35
        SELL    12/27/1995  $63.47
        SELL    12/27/1995  $78.09
        SELL    12/27/1995  $93.09
        BUY     12/27/1995  $-24.94
        BUY     12/27/1995  $-49.83
        SELL    12/27/1995  $19.59
        BUY     12/27/1995  $-86.87
        SELL    12/27/1995  $44.81
        SELL    12/27/1995  $83.91
        SELL    12/27/1995  $31.31
        SELL    12/27/1995  $89.57
        BUY     12/27/1995  $-43.46
        SELL    12/28/1995  $9.26
        BUY     12/28/1995  $-37.46
        SELL    12/28/1995  $23.90
        SELL    12/28/1995  $3.40
        BUY     12/28/1995  $-42.63
        BUY     12/28/1995  $-21.11
        SELL    12/28/1995  $13.80
        SELL    12/28/1995  $62.45
        SELL    12/28/1995  $36.41
        SELL    12/28/1995  $63.47
        SELL    12/28/1995  $12.42
        BUY     12/28/1995  $-83.00
        BUY     12/28/1995  $-64.04
        BUY     12/28/1995  $-90.34
        SELL    12/29/1995  $66.12
        BUY     12/29/1995  $-60.99
        BUY     12/29/1995  $-25.94
        BUY     12/29/1995  $-80.76
        BUY     12/29/1995  $-0.73
        BUY     12/29/1995  $-63.65
        SELL    12/29/1995  $62.15
        SELL    12/29/1995  $9.05
        SELL    12/29/1995  $73.24
        SELL    12/29/1995  $74.96
        BUY     12/29/1995  $-59.53
        BUY     12/29/1995  $-31.08
        SELL    12/29/1995  $72.38
      SELL    12/29/1995  $74.91
      BUY     12/29/1995  $-15.13
      BUY     12/30/1995  $-36.49
      BUY     12/30/1995  $-38.91
      BUY     12/30/1995  $-77.13
      SELL    12/30/1995  $2.86
      BUY     12/30/1995  $-48.27
      SUMMARY 01/01/1996  $-308.52    23
        BUY     12/30/1995  $-66.57
        BUY     12/30/1995  $-77.04
        BUY     12/30/1995  $-50.67
        BUY     12/30/1995  $-80.25
        BUY     12/30/1995  $-96.60
        SELL    12/30/1995  $4.47
        BUY     12/30/1995  $-40.48
        BUY     12/30/1995  $-52.24
        BUY     12/31/1995  $-25.02
        BUY     12/31/1995  $-49.38
        SELL    12/31/1995  $64.78
        SELL    12/31/1995  $41.85
        SELL    12/31/1995  $95.68
        BUY     12/31/1995  $-30.12
        SELL    12/31/1995  $97.52
        SELL    12/31/1995  $2.54
        BUY     12/31/1995  $-27.02
        SELL    12/31/1995  $73.35
        SELL    12/31/1995  $1.79
        SELL    12/31/1995  $11.13
        BUY     12/31/1995  $-26.64
        BUY     01/01/1996  $-93.28
        SELL    01/01/1996  $13.68
      BUY     01/01/1996  $-53.98
      SELL    01/01/1996  $4.84
      BUY     01/01/1996  $-11.73
      SELL    01/01/1996  $84.24
      BUY     01/01/1996  $-72.48
      SELL    01/01/1996  $67.30
      SUMMARY 01/04/1996  $-282.07    27
        BUY     01/01/1996  $-76.48
        BUY     01/02/1996  $-63.59
        BUY     01/02/1996  $-86.29
        SELL    01/02/1996  $83.71
        BUY     01/02/1996  $-4.08
        SELL    01/02/1996  $53.17
        BUY     01/02/1996  $-80.76
        SELL    01/02/1996  $7.32
        BUY     01/02/1996  $-54.43
        BUY     01/02/1996  $-32.82
        SELL    01/02/1996  $51.61
        BUY     01/02/1996  $-77.24
        BUY     01/02/1996  $-67.51
        SELL    01/03/1996  $31.64
        SELL    01/03/1996  $73.83
        SELL    01/03/1996  $79.55
        BUY     01/03/1996  $-88.87
        BUY     01/03/1996  $-55.91
        BUY     01/03/1996  $-87.33
        SELL    01/03/1996  $72.28
        BUY     01/03/1996  $-13.89
        BUY     01/03/1996  $-93.94
        SELL    01/03/1996  $28.57
        BUY     01/03/1996  $-0.76
        SELL    01/04/1996  $81.90
        SELL    01/04/1996  $69.84
        BUY     01/04/1996  $-31.59
      BUY     01/04/1996  $-29.49
      BUY     01/04/1996  $-61.38
      SELL    01/04/1996  $33.35
      BUY     01/04/1996  $-64.85
      BUY     01/04/1996  $-6.74
      BUY     01/04/1996  $-50.18
      BUY     01/04/1996  $-53.36
      SELL    01/04/1996  $14.23
      BUY     01/04/1996  $-23.13
    BUY     01/05/1996  $-27.90
    BUY     01/05/1996  $-27.79
    SUMMARY 01/16/1996  $182.73    44
      SELL    01/05/1996  $33.10
      BUY     01/05/1996  $-56.51
      BUY     01/05/1996  $-17.16
      BUY     01/05/1996  $-34.22
      SELL    01/05/1996  $50.88
      SELL    01/05/1996  $57.15
      BUY     01/05/1996  $-37.88
      SELL    01/05/1996  $81.48
      BUY     01/05/1996  $-42.79
      BUY     01/05/1996  $-18.99
      SELL    01/06/1996  $99.94
      SELL    01/06/1996  $88.02
      BUY     01/06/1996  $-29.96
      SELL    01/06/1996  $91.03
      SELL    01/06/1996  $49.96
      BUY     01/06/1996  $-99.93
      SELL    01/06/1996  $90.43
      SELL    01/06/1996  $67.78
      BUY     01/06/1996  $-72.92
      SELL    01/06/1996  $28.01
      SUMMARY 01/09/1996  $-162.74    29
        SELL    01/06/1996  $71.93
        BUY     01/06/1996  $-26.90
        SELL    01/06/1996  $30.19
        SELL    01/06/1996  $79.81
        SELL    01/07/1996  $10.30
        BUY     01/07/1996  $-97.36
        BUY     01/07/1996  $-61.35
        SELL    01/07/1996  $26.49
        BUY     01/07/1996  $-79.72
        SELL    01/07/1996  $1.81
        SELL    01/07/1996  $15.98
        SELL    01/07/1996  $14.38
        BUY     01/07/1996  $-68.69
        SELL    01/07/1996  $35.01
        SELL    01/07/1996  $79.60
        SELL    01/08/1996  $82.37
        SELL    01/08/1996  $51.44
        BUY     01/08/1996  $-49.43
        BUY     01/08/1996  $-51.44
        BUY     01/08/1996  $-35.03
        BUY     01/08/1996  $-39.56
        SELL    01/08/1996  $85.62
        BUY     01/08/1996  $-18.68
        BUY     01/08/1996  $-63.95
        BUY     01/08/1996  $-33.07
        BUY     01/08/1996  $-27.77
        BUY     01/09/1996  $-52.24
        BUY     01/09/1996  $-80.31
        SELL    01/09/1996  $37.83
      SELL    01/09/1996  $24.92
      BUY     01/09/1996  $-49.82
      BUY     01/09/1996  $-50.45
      BUY     01/09/1996  $-44.32
      SELL    01/09/1996  $48.17
      BUY     01/09/1996  $-17.16
      BUY     01/09/1996  $-81.63
      SUMMARY 01/12/1996  $365.22    29
        BUY     01/10/1996  $-34.96
        SELL    01/10/1996  $93.57
        BUY     01/10/1996  $-24.53
        BUY     01/10/1996  $-41.84
        BUY     01/10/1996  $-49.06
        BUY     01/10/1996  $-15.87
        SELL    01/10/1996  $90.20
        BUY     01/10/1996  $-34.33
        SELL    01/10/1996  $27.67
        SELL    01/10/1996  $54.18
        BUY     01/10/1996  $-73.41
        SELL    01/10/1996  $63.63
        SELL    01/11/1996  $50.92
        BUY     01/11/1996  $-26.16
        SELL    01/11/1996  $63.01
        SELL    01/11/1996  $19.26
        BUY     01/11/1996  $-99.45
        SELL    01/11/1996  $93.99
        BUY     01/11/1996  $-20.53
        SELL    01/11/1996  $28.22
        SELL    01/11/1996  $79.01
        BUY     01/11/1996  $-40.98
        BUY     01/11/1996  $-20.94
        BUY     01/12/1996  $-11.58
        SELL    01/12/1996  $49.00
        SELL    01/12/1996  $96.38
        SELL    01/12/1996  $72.84
        SELL    01/12/1996  $72.69
        BUY     01/12/1996  $-95.71
      BUY     01/12/1996  $-52.26
      BUY     01/12/1996  $-42.17
      SELL    01/12/1996  $56.69
      BUY     01/12/1996  $-34.66
      SUMMARY 01/15/1996  $123.11    28
        SELL    01/12/1996  $51.00
        SELL    01/13/1996  $4.13
        BUY     01/13/1996  $-24.27
        SELL    01/13/1996  $13.12
        SELL    01/13/1996  $63.36
        SELL    01/13/1996  $28.92
        BUY     01/13/1996  $-79.96
        SELL    01/13/1996  $72.80
        BUY     01/13/1996  $-93.82
        SELL    01/13/1996  $66.31
        BUY     01/13/1996  $-99.32
        BUY     01/14/1996  $-87.28
        SELL    01/14/1996  $86.62
        BUY     01/14/1996  $-24.40
        SELL    01/14/1996  $25.37
        SELL    01/14/1996  $69.10
        SELL    01/14/1996  $9.01
        SELL    01/14/1996  $91.39
        BUY     01/14/1996  $-11.48
        SELL    01/14/1996  $35.72
        BUY     01/14/1996  $-67.68
        BUY     01/14/1996  $-26.78
        SELL    01/14/1996  $88.08
        BUY     01/15/1996  $-22.61
        SELL    01/15/1996  $66.55
        SELL    01/15/1996  $4.57
        BUY     01/15/1996  $-80.40
        BUY     01/15/1996  $-34.94
      SELL    01/15/1996  $23.49
      SELL    01/15/1996  $5.52
      BUY     01/15/1996  $-24.51
      BUY     01/15/1996  $-29.79
      BUY     01/15/1996  $-25.99
      BUY     01/15/1996  $-97.72
      BUY     01/16/1996  $-77.63
      BUY     01/16/1996  $-8.48
      BUY     01/16/1996  $-7.10
      SELL    01/16/1996  $14.62
    SELL    01/16/1996  $70.10
    BUY     01/16/1996  $-61.56
    SELL    01/16/1996  $98.88
    SELL    01/16/1996  $63.95
    BUY     01/16/1996  $-94.59
    SUMMARY 02/01/1996  $364.86    23
      SELL    01/16/1996  $99.07
      SELL    01/16/1996  $64.69
      BUY     01/16/1996  $-87.62
      BUY     01/16/1996  $-66.45
      BUY     01/17/1996  $-0.74
      BUY     01/17/1996  $-57.07
      SELL    01/17/1996  $81.13
      SUMMARY 01/18/1996  $225.72    16
        BUY     01/17/1996  $-94.49
        SELL    01/17/1996  $0.54
        BUY     01/17/1996  $-22.87
        SELL    01/17/1996  $3.29
        BUY     01/17/1996  $-23.45
        BUY     01/17/1996  $-26.30
        BUY     01/17/1996  $-47.75
        SELL    01/17/1996  $61.02
        SELL    01/17/1996  $84.73
        SELL    01/18/1996  $48.81
        SELL    01/18/1996  $79.41
        BUY     01/18/1996  $-9.96
        SELL    01/18/1996  $70.95
        SELL    01/18/1996  $71.95
        BUY     01/18/1996  $-46.76
        SELL    01/18/1996  $76.60
      BUY     01/18/1996  $-56.02
      BUY     01/18/1996  $-48.28
      SUMMARY 01/22/1996  $66.38    24
        SELL    01/18/1996  $69.27
        SELL    01/18/1996  $46.39
        SELL    01/19/1996  $10.08
        BUY     01/19/1996  $-59.47
        SELL    01/19/1996  $82.89
        SELL    01/19/1996  $40.91
        BUY     01/19/1996  $-80.52
        SELL    01/19/1996  $34.27
        SELL    01/19/1996  $79.81
        BUY     01/19/1996  $-52.90
        BUY     01/19/1996  $-39.96
        SELL    01/19/1996  $8.34
        SELL    01/19/1996  $56.37
        BUY     01/19/1996  $-74.60
        BUY     01/19/1996  $-62.82
        SELL    01/20/1996  $54.32
        SELL    01/20/1996  $64.57
        BUY     01/20/1996  $-56.33
        SELL    01/20/1996  $43.85
        SELL    01/20/1996  $93.34
        BUY     01/20/1996  $-19.36
        BUY     01/20/1996  $-75.80
        SUMMARY 01/22/1996  $-174.22    16
          SELL    01/20/1996  $50.15
          SELL    01/20/1996  $94.24
          SELL    01/20/1996  $65.10
          BUY     01/20/1996  $-74.89
          BUY     01/21/1996  $-98.11
          BUY     01/21/1996  $-74.20
          SELL    01/21/1996  $12.12
          BUY     01/21/1996  $-10.57
          BUY     01/21/1996  $-20.14
          BUY     01/21/1996  $-96.18
          SELL    01/21/1996  $23.58
          SELL    01/21/1996  $3.15
          BUY     01/21/1996  $-13.95
          SELL    01/21/1996  $48.92
          BUY     01/21/1996  $-27.90
          BUY     01/22/1996  $-55.54
        SELL    01/22/1996  $77.95
      SELL    01/22/1996  $46.35
      BUY     01/22/1996  $-43.46
      SUMMARY 01/24/1996  $-226.38    27
        BUY     01/22/1996  $-19.03
        BUY     01/22/1996  $-30.11
        SELL    01/22/1996  $22.19
        SELL    01/22/1996  $59.72
        BUY     01/22/1996  $-33.93
        BUY     01/22/1996  $-76.81
        BUY     01/22/1996  $-18.06
        BUY     01/23/1996  $-71.58
        BUY     01/23/1996  $-59.00
        BUY     01/23/1996  $-7.84
        SELL    01/23/1996  $83.40
        SELL    01/23/1996  $4.76
        BUY     01/23/1996  $-77.44
        SELL    01/23/1996  $12.08
        SELL    01/23/1996  $16.13
        SELL    01/23/1996  $5.35
        SELL    01/23/1996  $77.76
        SELL    01/23/1996  $48.49
        BUY     01/24/1996  $-10.86
        SELL    01/24/1996  $69.68
        BUY     01/24/1996  $-40.63
        BUY     01/24/1996  $-69.03
        BUY     01/24/1996  $-2.04
        BUY     01/24/1996  $-33.15
        BUY     01/24/1996  $-69.16
        BUY     01/24/1996  $-19.09
        SELL    01/24/1996  $11.82
      SELL    01/24/1996  $45.70
      BUY     01/24/1996  $-1.90
      BUY     01/24/1996  $-6.79
      BUY     01/24/1996  $-74.60
      SELL    01/25/1996  $63.40
      SELL    01/25/1996  $45.06
      SELL    01/25/1996  $27.09
      BUY     01/25/1996  $-72.74
      SUMMARY 02/01/1996  $342.32    50
        SELL    01/25/1996  $72.87
        SELL    01/25/1996  $44.33
        SELL    01/25/1996  $67.52
        BUY     01/25/1996  $-18.77
        SELL    01/25/1996  $23.65
        BUY     01/25/1996  $-4.31
        SELL    01/25/1996  $70.36
        SUMMARY 01/27/1996  $447.21    23
          SELL    01/25/1996  $63.43
          BUY     01/25/1996  $-94.15
          SELL    01/26/1996  $4.91
          SELL    01/26/1996  $59.14
          SELL    01/26/1996  $66.35
          BUY     01/26/1996  $-17.29
          SELL    01/26/1996  $85.49
          SELL    01/26/1996  $77.61
          BUY     01/26/1996  $-17.68
          BUY     01/26/1996  $-20.66
          BUY     01/26/1996  $-47.44
          BUY     01/26/1996  $-16.21
          SELL    01/26/1996  $68.29
          SELL    01/26/1996  $70.16
          SELL    01/27/1996  $27.44
          BUY     01/27/1996  $-9.64
          BUY     01/27/1996  $-17.16
          BUY     01/27/1996  $-47.83
          BUY     01/27/1996  $-44.85
          SELL    01/27/1996  $79.23
          SELL    01/27/1996  $79.51
          SELL    01/27/1996  $44.27
          SELL    01/27/1996  $54.29
        SELL    01/27/1996  $19.63
        BUY     01/27/1996  $-32.26
        BUY     01/27/1996  $-17.06
        BUY     01/27/1996  $-64.99
        SELL    01/27/1996  $65.79
        BUY     01/27/1996  $-47.26
        SELL    01/28/1996  $78.84
        SELL    01/28/1996  $98.43
        SELL    01/28/1996  $25.78
        SELL    01/28/1996  $25.52
        SELL    01/28/1996  $25.97
        SELL    01/28/1996  $56.36
        BUY     01/28/1996  $-40.83
        SELL    01/28/1996  $81.96
        BUY     01/28/1996  $-89.46
        SELL    01/28/1996  $99.03
        BUY     01/28/1996  $-68.38
        BUY     01/28/1996  $-20.94
        SELL    01/28/1996  $11.05
        BUY     01/28/1996  $-36.04
        BUY     01/29/1996  $-39.30
        SELL    01/29/1996  $64.44
        BUY     01/29/1996  $-86.14
        BUY     01/29/1996  $-28.82
        BUY     01/29/1996  $-55.38
        BUY     01/29/1996  $-37.53
